machineId,lat,lng,offset,hrs,location,total,ww
ZPL3071871,26.515139,-80.076813,-18000,3600,America/New_York,43822409,40574832
ZPL3050144,39.0389125,-76.6787898,-18000,3600,America/New_York,43815270,41109982
ZPL3068099,28.995805,-81.303151,-18000,3600,America/New_York,43802756,39526370
ZPL304210F,32.5732,-97.32031,-21600,3600,America/Chicago,43799252,40139223
ZPL306172E,31.6088707,-81.9058729,-18000,3600,America/New_York,43788212,41972478
ZPL306227B,31.9361089,-92.6536203,-21600,3600,America/Chicago,43776036,42744278
ZPL302901W,35.3344124,-119.0767608,-28800,3600,America/Los_Angeles,43773501,37236748
ZPL304146D,28.546146,-81.727928,-18000,3600,America/New_York,43765784,40599594
ZPL307113Y,33.842196,-84.504266,-18000,3600,America/New_York,43749585,39514629
ZPL305502S,43.3296123,-73.6701644,-18000,3600,America/New_York,43740387,40236018
ZPL307291B,47.488568,-121.7933398,-28800,3600,America/Los_Angeles,43709288,36720717
ZPL307077L,39.4992941,-121.5656218,-28800,3600,America/Los_Angeles,43694411,37541605
ZPL3063434,39.351687,-94.764932,-21600,3600,America/Chicago,43670280,38420812
ZPL303642L,42.4797787,-71.0217785,-18000,3600,America/New_York,43656671,42062782
ZPL306748Z,32.9713819,-96.9931878,-21600,3600,America/Chicago,43608889,37829863
ZPL307246L,39.7143624,-121.7956541,-28800,3600,America/Los_Angeles,43588953,34356952
ZPL3059042,28.7550185,-81.3457668,-18000,3600,America/New_York,43571043,33642326
ZPL3031620,30.1967366,-81.8305749,-18000,3600,America/New_York,43566829,43169359
ZPL306629L,33.50511,-84.23589,-18000,3600,America/New_York,43565101,38257340
ZPL3028024,29.6251194,-82.3781642,-18000,3600,America/New_York,43561748,39447274
ZPL304177N,42.0093027,-87.7650486,-21600,3600,America/Chicago,43558234,42490413
ZPL3033811,33.876802,-84.0129928,-18000,3600,America/New_York,43548415,40136643
ZPL301092Q,42.0120378,-87.7213946,-21600,3600,America/Chicago,43515224,39683774
ZPL3030384,35.383973,-119.098376,-28800,3600,America/Los_Angeles,43504668,33569253
ZPL306514U,28.033762,-82.459071,-18000,3600,America/New_York,43481346,37772836
ZPL307184G,33.464433,-84.214541,-18000,3600,America/New_York,43470226,40111020
ZPL305504I,33.814446,-84.3094777,-18000,3600,America/New_York,43444308,33965901
ZPL307626J,30.7443399,-88.1104934,-21600,3600,America/Chicago,43443056,40099340
ZPL306851E,34.055608,-84.557304,-18000,3600,America/New_York,43426391,38410771
ZPL3037350,29.625244,-82.373698,-18000,3600,America/New_York,43414943,42038369
ZPL302996G,30.278488,-81.602105,-18000,3600,America/New_York,43409946,41772390
ZPL307107L,37.9033612,-122.061606,-28800,3600,America/Los_Angeles,43392649,38531594
ZPL303884T,40.1457975,-82.9599507,-18000,3600,America/New_York,43374822,39348016
ZPL304207N,29.6088202,-98.4645913,-21600,3600,America/Chicago,43363334,39480497
ZPL3052005,35.147122,-106.5504378,-25200,3600,America/Denver,43325490,41524803
ZPL305746Q,36.0664639,-94.1665389,-21600,3600,America/Chicago,43322158,31588912
ZPL3071778,33.9544854,-84.6228989,-18000,3600,America/New_York,43314355,37764291
ZPL3071211,33.6880499,-84.4891899,-18000,3600,America/New_York,43270118,39178373
ZPL3035242,36.1588941,-115.3122252,-28800,3600,America/Los_Angeles,43258467,40545123
ZPL3010900,39.8819024,-75.5294695,-18000,3600,America/New_York,43249420,39419320
ZPL305661E,41.6913863,-86.2355171,-18000,3600,America/New_York,43249096,33517125
ZPL306775T,33.945546,-84.624745,-18000,3600,America/New_York,43244716,38689678
ZPL3054179,33.9155469,-83.444601,-18000,3600,America/New_York,43236564,40645618
ZPL305733C,42.6648149,-83.1331443,-18000,3600,America/New_York,43232081,39688805
ZPL306921M,42.179424,-86.261579,-18000,3600,America/New_York,43206097,40097922
ZPL3044233,33.65879,-84.417214,-18000,3600,America/New_York,43197922,38549356
ZPL307080D,47.4543862,-122.2543815,-28800,3600,America/Los_Angeles,43188300,36404645
ZPL3050816,42.0093027,-87.7650486,-21600,3600,America/Chicago,43170821,41805734
ZPL307214G,41.694721,-85.965018,-18000,3600,America/New_York,43167630,39269049
ZPL307320G,47.1677099,-122.1482159,-28800,3600,America/Los_Angeles,43153072,37145306
ZPL3043669,41.6444449,-70.8854609,-18000,3600,America/New_York,43132479,40063016
ZPL3029986,39.49606,-76.655667,-18000,3600,America/New_York,43104928,33974399
ZPL307159C,30.0443897,-94.8884989,-21600,3600,America/Chicago,43071632,40552685
ZPL305627C,28.344871,-81.366103,-18000,3600,America/New_York,43059163,40197587
ZPL307301P,25.933285,-80.294334,-18000,3600,America/New_York,43053314,38627044
ZPL303666N,36.0919465,-80.2810964,-18000,3600,America/New_York,43045895,41143169
ZPL304984Z,26.3673224,-80.1266127,-18000,3600,America/New_York,43042125,36317151
ZPL306719F,37.3093767,-121.0193119,-28800,3600,America/Los_Angeles,43041452,38760325
ZPL3072584,28.349507,-81.4896706,-18000,3600,America/New_York,43030278,38840091
ZPL301026J,39.6955231,-104.940094,-25200,3600,America/Denver,43024382,34559290
ZPL307358R,42.081542,-86.436143,-18000,3600,America/New_York,43022365,38241823
ZPL306298T,28.427765,-81.405295,-18000,3600,America/New_York,43016706,38396271
ZPL306510E,37.1242729,-76.3918459,-18000,3600,America/New_York,42995336,40290357
ZPL3038481,34.21162,-77.888145,-18000,3600,America/New_York,42977682,41696673
ZPL306905G,32.52432,-92.075565,-21600,3600,America/Chicago,42970917,39070711
ZPL306791Z,29.474762,-81.239544,-18000,3600,America/New_York,42960089,39891742
ZPL3063346,28.594284,-81.364557,-18000,3600,America/New_York,42955464,37056107
ZPL304241P,40.448541,-80.1741768,-18000,3600,America/New_York,42952419,39240763
ZPL304180F,35.463819,-80.871486,-18000,3600,America/New_York,42942113,38320368
ZPL307270U,45.7548358,-108.535049,-25200,3600,America/Denver,42924105,40427522
ZPL305689W,26.111111,-80.2522192,-18000,3600,America/New_York,42907738,38309183
ZPL3076052,36.1131841,-86.6895917,-21600,3600,America/Chicago,42889844,38683436
ZPL303525X,47.7031468,-122.3257291,-28800,3600,America/Los_Angeles,42889562,33311187
ZPL3039118,39.9570813,-85.9950145,-18000,3600,America/New_York,42874860,37949622
ZPL304981E,28.332008,-81.514938,-18000,3600,America/New_York,42868852,39131370
ZPL305375Q,34.622774,-92.496996,-21600,3600,America/Chicago,42859281,40073974
ZPL303787R,29.652714,-82.3810598,-18000,3600,America/New_York,42837683,42837683
ZPL3053312,36.1355863,-95.9224121,-21600,3600,America/Chicago,42837204,39514151
ZPL3030968,32.8688403,-117.2140891,-28800,3600,America/Los_Angeles,42803870,32813352
ZPL305280L,36.0338357,-83.9312429,-18000,3600,America/New_York,42784241,40036459
ZPL3070559,47.3578205,-122.1118028,-28800,3600,America/Los_Angeles,42775000,39097047
ZPL307042V,36.6637173,-121.6570658,-28800,3600,America/Los_Angeles,42769481,39899614
ZPL3039954,40.7787245,-74.1760445,-18000,3600,America/New_York,42749361,39947944
ZPL3071206,28.8231214,-81.6907377,-18000,3600,America/New_York,42747408,39795018
ZPL307070K,41.594068,-85.856948,-18000,3600,America/New_York,42733076,40117968
ZPL304160T,42.0093027,-87.7650486,-21600,3600,America/Chicago,42727520,39724664
ZPL302803Z,28.597286,-81.211373,-18000,3600,America/New_York,42722996,36476584
ZPL3033134,28.7513601,-81.3586892,-18000,3600,America/New_York,42706064,39748559
ZPL303935A,34.543283,-82.66917,-18000,3600,America/New_York,42700492,39433413
ZPL3051033,40.79865,-73.939901,-18000,3600,America/New_York,42700479,37156111
ZPL3062286,28.4512745,-81.4703247,-18000,3600,America/New_York,42689853,38016205
ZPL3029414,30.320185,-81.467713,-18000,3600,America/New_York,42676088,36586896
ZPL305765H,38.8796756,-77.1108892,-18000,3600,America/New_York,42668213,29242025
ZPL305989T,29.550527,-98.661968,-21600,3600,America/Chicago,42654268,36727238
ZPL3044480,26.2447974,-80.2534131,-18000,3600,America/New_York,42646622,39375918
ZPL3011112,42.2693995,-71.0237491,-18000,3600,America/New_York,42637314,40533887
ZPL3072100,41.722921,-85.974242,-18000,3600,America/New_York,42627204,39232134
ZPL3030401,33.495437,-112.019776,-25200,0,America/Phoenix,42607753,39205696
ZPL306327Y,32.337568,-86.1800559,-21600,3600,America/Chicago,42595675,39127066
ZPL303495X,33.4654142,-82.0805568,-18000,3600,America/New_York,42593219,37688291
ZPL306039K,42.161316,-88.054293,-21600,3600,America/Chicago,42552725,28382984
ZPL306328T,36.0476011,-115.1722101,-28800,3600,America/Los_Angeles,42551098,40180604
ZPL3030809,36.0786511,-115.2417425,-28800,3600,America/Los_Angeles,42548875,40098967
ZPL3032834,40.6886905,-111.8714021,-25200,3600,America/Denver,42525949,38519444
ZPL303457F,42.4797787,-71.0217785,-18000,3600,America/New_York,42512792,41341836
ZPL303202T,33.533018,-81.723934,-18000,3600,America/New_York,42483347,37883413
ZPL304159R,44.681521,-93.2851746,-21600,3600,America/Chicago,42479082,30957030
ZPL304099C,45.013865,-93.464157,-21600,3600,America/Chicago,42478681,33883925
ZPL3057181,42.2813529,-89.6328733,-21600,3600,America/Chicago,42467247,38753575
ZPL304371R,30.4538208,-97.6033655,-21600,3600,America/Chicago,42459851,39628970
ZPL306842G,34.0505702,-84.090942,-18000,3600,America/New_York,42454277,37952030
ZPL303145Z,37.9612956,-121.7336778,-28800,3600,America/Los_Angeles,42453544,39628230
ZPL302823L,34.2551322,-84.4817069,-18000,3600,America/New_York,42451434,33105326
ZPL3066668,41.662012,-71.544996,-18000,3600,America/New_York,42448868,39298338
ZPL303277R,41.804709,-71.338469,-18000,3600,America/New_York,42420080,40198583
ZPL305002L,25.7503388,-80.2435374,-18000,3600,America/New_York,42418862,37515898
ZPL3069670,26.2362417,-80.2043531,-18000,3600,America/New_York,42416717,38192696
ZPL307024Z,36.962783,-122.0433589,-28800,3600,America/Los_Angeles,42410609,38224256
ZPL3038735,41.7066845,-72.8786583,-18000,3600,America/New_York,42384822,39265189
ZPL307264H,47.1892889,-122.4606841,-28800,3600,America/Los_Angeles,42356019,38247258
ZPL3069748,25.7302155,-80.4159954,-18000,3600,America/New_York,42346005,37778640
ZPL3034854,36.2405868,-115.116459,-28800,3600,America/Los_Angeles,42337483,39021595
ZPL303802N,38.7817032,-77.5114061,-18000,3600,America/New_York,42324704,39644670
ZPL304468M,35.146083,-85.220999,-18000,3600,America/New_York,42298069,38244613
ZPL305991Q,37.98815,-121.321905,-28800,3600,America/Los_Angeles,42213151,39170990
ZPL303245M,34.1099382,-117.571717,-28800,3600,America/Los_Angeles,42210001,42210001
ZPL304171H,43.1236158,-89.312659,-21600,3600,America/Chicago,42207377,42207377
ZPL3245269,39.4102528,-79.0010732,-18000,3600,America/New_York,42206939,40450648
ZPL307457J,29.732922,-95.445525,-21600,3600,America/Chicago,42191427,37471341
ZPL303048X,30.118749,-81.62482,-18000,3600,America/New_York,42188370,38940313
ZPL305997W,38.494661,-121.523354,-28800,3600,America/Los_Angeles,42183822,37021415
ZPL300975X,39.698121,-105.3295919,-25200,3600,America/Denver,42161783,32406987
ZPL307400H,34.061858,-83.992678,-18000,3600,America/New_York,42150114,38447730
ZPL305422R,32.434267,-81.768735,-18000,3600,America/New_York,42109025,31572185
ZPL303044H,30.303145,-81.758003,-18000,3600,America/New_York,42107750,39389605
ZPL303490M,26.1846205,-97.6801646,-21600,3600,America/Chicago,42033523,39361312
ZPL302807F,33.5053668,-117.1504494,-28800,3600,America/Los_Angeles,42017700,36411245
ZPL305457H,33.464433,-84.214541,-18000,3600,America/New_York,41990922,39185121
ZPL307277V,36.056682,-115.039146,-28800,3600,America/Los_Angeles,41985326,39437428
ZPL3033222,33.4462031,-86.7915651,-21600,3600,America/Chicago,41964663,34502221
ZPL3033217,29.608338,-98.599675,-21600,3600,America/Chicago,41963841,39452472
ZPL304996I,25.9191275,-80.293049,-18000,3600,America/New_York,41959973,38144976
ZPL3051187,29.8106856,-90.8150719,-21600,3600,America/Chicago,41959037,40133725
ZPL303058Q,29.8439702,-81.2688507,-18000,3600,America/New_York,41955986,39416252
ZPL307253T,36.800039,-121.6646604,-28800,3600,America/Los_Angeles,41946239,38457038
ZPL307134F,47.047357,-122.824348,-28800,3600,America/Los_Angeles,41931436,37318340
ZPL306727I,33.756788,-84.396479,-18000,3600,America/New_York,41930510,23170618
ZPL3050320,32.002341,-81.12434,-18000,3600,America/New_York,41921517,39264986
ZPL3028200,30.059389,-81.514056,-18000,3600,America/New_York,41909620,38816635
ZPL305772P,43.6343567,-70.3173079,-18000,3600,America/New_York,41882516,33867620
ZPL305431P,36.3358194,-82.3824859,-18000,3600,America/New_York,41833947,41833947
ZPL306449X,33.9371702,-84.3780841,-18000,3600,America/New_York,41833108,36747781
ZPL303578J,33.7746586,-117.8529317,-28800,3600,America/Los_Angeles,41831999,35698637
ZPL303553M,32.4311893,-87.0306888,-21600,3600,America/Chicago,41807425,39798526
ZPL3064152,33.6342039,-84.292277,-18000,3600,America/New_York,41795348,38114300
ZPL303949J,34.160932,-84.174605,-18000,3600,America/New_York,41783403,36779412
ZPL306407Z,33.2445514,-84.2519468,-18000,3600,America/New_York,41768275,24907952
ZPL3070647,41.7660414,-86.3037509,-18000,3600,America/New_York,41747896,37998398
ZPL307062H,41.6804289,-86.1895147,-18000,3600,America/New_York,41730400,37720745
ZPL305719W,35.005555,-80.556748,-18000,3600,America/New_York,41727307,38707522
ZPL307222J,41.4361193,-86.933526,-21600,3600,America/Chicago,41708011,38177033
ZPL304100Z,44.921595,-93.473681,-21600,3600,America/Chicago,41693095,38624365
ZPL303682T,32.53998,-84.953988,-18000,3600,America/New_York,41674851,38700120
ZPL305285W,39.108796,-77.5512,-18000,3600,America/New_York,41674576,38794185
ZPL305666P,38.3178692,-81.7187999,-18000,3600,America/New_York,41643326,39487504
ZPL303950L,34.0728431,-83.984803,-18000,3600,America/New_York,41636139,38230315
ZPL304169K,41.237457,-95.9328689,-21600,3600,America/Chicago,41589113,37214348
ZPL3032245,25.9051567,-97.4649379,-21600,3600,America/Chicago,41583765,39796751
ZPL307481S,35.600266,-87.062794,-21600,3600,America/Chicago,41562612,36729441
ZPL306471G,42.6680179,-83.034433,-18000,3600,America/New_York,41562256,36329594
ZPL3035066,33.5077093,-86.8048617,-21600,3600,America/Chicago,41554379,40467767
ZPL306533L,34.0859335,-84.5192652,-18000,3600,America/New_York,41518108,37984543
ZPL306784R,32.975907,-96.709489,-21600,3600,America/Chicago,41509803,36981795
ZPL3037680,30.4352008,-97.7670755,-21600,3600,America/Chicago,41509619,36944746
ZPL303395A,34.9442065,-80.9780949,-18000,3600,America/New_York,41504955,36814580
ZPL306670V,41.6312724,-71.4690223,-18000,3600,America/New_York,41490147,37213655
ZPL3033640,38.7213105,-121.290854,-28800,3600,America/Los_Angeles,41487983,39637358
ZPL307344I,44.12222,-70.202879,-18000,3600,America/New_York,41485142,36825236
ZPL3065872,45.530993,-122.6619263,-28800,3600,America/Los_Angeles,41483801,30941134
ZPL3068952,47.5710539,-122.661165,-28800,3600,America/Los_Angeles,41458633,36661420
ZPL306197B,27.7382472,-97.4360173,-21600,3600,America/Chicago,41457123,34238100
ZPL3065779,30.2370542,-93.3082961,-21600,3600,America/Chicago,41442179,39420399
ZPL304054T,35.9000043,-84.1588852,-18000,3600,America/New_York,41440691,35368726
ZPL303789H,32.606958,-85.4825369,-21600,3600,America/Chicago,41424259,36297259
ZPL307366U,26.808671,-80.07911,-18000,3600,America/New_York,41405491,36798459
ZPL304181A,30.0508265,-95.4368568,-21600,3600,America/Chicago,41400836,38577974
ZPL305138T,30.1973365,-97.7872475,-21600,3600,America/Chicago,41396280,37947567
ZPL306344Z,26.12411,-80.361347,-18000,3600,America/New_York,41389839,38969621
ZPL3073974,26.194363,-80.247677,-18000,3600,America/New_York,41384948,37278037
ZPL307057Z,43.6805903,-70.4402102,-18000,3600,America/New_York,41375431,36811333
ZPL306332G,33.94283,-84.534052,-18000,3600,America/New_York,41330304,36741953
ZPL3053378,36.330983,-86.697635,-21600,3600,America/Chicago,41322936,40274613
ZPL302937H,36.3176172,-95.6282862,-21600,3600,America/Chicago,41321060,35645564
ZPL306910Y,32.6220969,-93.27352,-21600,3600,America/Chicago,41320912,40159120
ZPL3010795,39.5640727,-105.1079189,-25200,3600,America/Denver,41296904,32734969
ZPL3059873,35.771518,-83.9865839,-18000,3600,America/New_York,41289470,39281606
ZPL3062628,32.4311893,-87.0306888,-21600,3600,America/Chicago,41282733,36537097
ZPL305228N,34.96406,-89.995525,-21600,3600,America/Chicago,41219084,38358862
ZPL3064406,41.980804,-71.514466,-18000,3600,America/New_York,41214261,37121321
ZPL305336D,32.6046104,-96.8553781,-21600,3600,America/Chicago,41201107,41201107
ZPL3033046,30.447352,-86.639822,-21600,3600,America/Chicago,41196163,38821437
ZPL304382F,47.671248,-122.111136,-28800,3600,America/Los_Angeles,41189006,36653574
ZPL3065300,30.625215,-81.546204,-18000,3600,America/New_York,41182834,25004819
ZPL307193E,26.271912,-80.265889,-18000,3600,America/New_York,41181376,37221245
ZPL307595O,28.344871,-81.366103,-18000,3600,America/New_York,41171074,37837786
ZPL3074951,25.898286,-80.292896,-18000,3600,America/New_York,41152298,36041472
ZPL305902C,40.1978317,-105.1024533,-25200,3600,America/Denver,41121722,28838068
ZPL306989C,26.2112592,-80.2042173,-18000,3600,America/New_York,41114484,36514215
ZPL3037851,30.355579,-97.703265,-21600,3600,America/Chicago,41074161,36760457
ZPL303562K,34.086912,-84.528611,-18000,3600,America/New_York,41070456,37103112
ZPL304252D,35.0258663,-85.1561565,-18000,3600,America/New_York,41069207,37640660
ZPL3059213,39.9299308,-105.1251742,-25200,3600,America/Denver,41064726,24418232
ZPL303311E,29.608338,-98.599675,-21600,3600,America/Chicago,41063603,38322684
ZPL303804D,36.6313858,-95.1373765,-21600,3600,America/Chicago,41054112,39690796
ZPL305062F,34.765062,-77.383819,-18000,3600,America/New_York,41032217,38910926
ZPL307603C,35.6409329,-78.45051,-18000,3600,America/New_York,41009150,37264830
ZPL3076966,30.6835041,-92.2626762,-21600,3600,America/Chicago,40969389,39299173
ZPL305715G,27.502935,-81.491508,-18000,3600,America/New_York,40944762,37505488
ZPL305294U,30.405427,-87.276307,-21600,3600,America/Chicago,40901330,38442771
ZPL3071619,25.7503388,-80.2435374,-18000,3600,America/New_York,40887486,37223293
ZPL306902V,32.531131,-93.6726203,-21600,3600,America/Chicago,40885476,38456757
ZPL307244V,37.351853,-121.99978,-28800,3600,America/Los_Angeles,40878486,33572517
ZPL304394Y,41.888105,-71.366656,-18000,3600,America/New_York,40825557,39307950
ZPL305529F,38.907652,-94.76736,-21600,3600,America/Chicago,40823021,39506795
ZPL304066C,29.7841232,-95.5232739,-21600,3600,America/Chicago,40801204,37024701
ZPL3051116,34.6747407,-86.5441218,-21600,3600,America/Chicago,40793040,36072862
ZPL307110D,37.6383106,-122.4201192,-28800,3600,America/Los_Angeles,40792650,37186061
ZPL305223C,44.847657,-93.287792,-21600,3600,America/Chicago,40786332,40786332
ZPL303668D,35.175634,-80.877821,-18000,3600,America/New_York,40783961,38937180
ZPL304428E,33.7694649,-84.51973,-18000,3600,America/New_York,40771608,36029537
ZPL305657R,34.560102,-86.969713,-21600,3600,America/Chicago,40722641,39690867
ZPL305130X,40.8222282,-73.9531489,-18000,3600,America/New_York,40720142,34938624
ZPL3067650,41.492626,-72.0978061,-18000,3600,America/New_York,40667305,31879417
ZPL3034766,32.364747,-86.268792,-21600,3600,America/Chicago,40655690,39432987
ZPL301023Y,38.9426612,-76.7334685,-18000,3600,America/New_York,40622105,36460427
ZPL3036791,28.0545712,-82.4291513,-18000,3600,America/New_York,40597471,33502232
ZPL303499D,33.446294,-86.827088,-21600,3600,America/Chicago,40593626,33211168
ZPL303385H,30.1801707,-82.6800591,-18000,3600,America/New_York,40582888,38039641
ZPL304079Q,33.994284,-81.0305957,-18000,3600,America/New_York,40568001,34886197
ZPL3029397,38.7718433,-77.1352643,-18000,3600,America/New_York,40560034,37961145
ZPL303510T,28.5238134,-81.5859273,-18000,3600,America/New_York,40556931,37518922
ZPL305051R,40.218572,-85.396804,-18000,3600,America/New_York,40543993,39384297
ZPL3029485,33.649389,-83.9961,-18000,3600,America/New_York,40534726,40534726
ZPL303475B,33.510474,-82.028597,-18000,3600,America/New_York,40531253,38784850
ZPL305451B,32.866775,-80.0138561,-18000,3600,America/New_York,40488744,37722301
ZPL306292N,29.875775,-90.048653,-21600,3600,America/Chicago,40472489,37828682
ZPL307179Y,28.335232,-81.478975,-18000,3600,America/New_York,40462610,36582520
ZPL303171Y,40.5638586,-111.890511,-25200,3600,America/Denver,40454192,36092467
ZPL3069252,29.1272226,-81.0046011,-18000,3600,America/New_York,40450532,36741591
ZPL303536L,33.6795142,-117.8614008,-28800,3600,America/Los_Angeles,40439488,30324075
ZPL306594A,32.4941987,-86.3989907,-21600,3600,America/Chicago,40412516,36781257
ZPL3030797,28.368986,-81.5207269,-18000,3600,America/New_York,40389024,38640586
ZPL306211C,27.7382472,-97.4360173,-21600,3600,America/Chicago,40352201,33668182
ZPL305554J,33.578048,-84.374131,-18000,3600,America/New_York,40348640,36719787
ZPL305871H,39.977763,-105.1319296,-25200,3600,America/Denver,40326635,25035468
ZPL306959X,29.4759663,-81.178189,-18000,3600,America/New_York,40319781,35589028
ZPL303677B,36.092584,-79.814022,-18000,3600,America/New_York,40312614,39657371
ZPL303870K,28.592003,-81.3069932,-18000,3600,America/New_York,40301345,36802604
ZPL306455A,41.754862,-71.404945,-18000,3600,America/New_York,40290295,36874016
ZPL3038322,47.1653355,-122.5106827,-28800,3600,America/Los_Angeles,40290043,36713075
ZPL304163E,42.0093027,-87.7650486,-21600,3600,America/Chicago,40289414,39155014
ZPL3067733,33.9804869,-84.558227,-18000,3600,America/New_York,40288114,34983275
ZPL306733V,38.409376,-121.38415,-28800,3600,America/Los_Angeles,40264842,33420308
ZPL305367N,32.7523229,-97.170896,-21600,3600,America/Chicago,40261269,37160260
ZPL307561T,25.825417,-80.20783,-18000,3600,America/New_York,40260826,36043340
ZPL303478W,34.68454,-82.83772,-18000,3600,America/New_York,40245961,32001120
ZPL304997D,30.3347673,-95.4784645,-21600,3600,America/Chicago,40238682,37280792
ZPL305151E,33.1525795,-96.8356458,-21600,3600,America/Chicago,40229556,35932226
ZPL3011024,37.3805911,-89.6504519,-21600,3600,America/Chicago,40214270,38779312
ZPL303222F,34.036149,-84.680698,-18000,3600,America/New_York,40194233,36600986
ZPL303925H,32.803201,-79.890786,-18000,3600,America/New_York,40189127,39840716
ZPL305497P,37.2882924,-76.7247789,-18000,3600,America/New_York,40160791,37040831
ZPL306899I,25.985968,-80.2061499,-18000,3600,America/New_York,40147582,35959649
ZPL303846B,37.8806341,-84.5729961,-18000,3600,America/New_York,40122415,36644663
ZPL307600R,41.3583555,-86.3114777,-18000,3600,America/New_York,40120233,37046298
ZPL306421F,40.706233,-73.6305501,-18000,3600,America/New_York,40085172,36044378
ZPL305716B,36.1690027,-86.6842007,-21600,3600,America/Chicago,40064019,36583228
ZPL305074Y,41.0745201,-85.2091696,-18000,3600,America/New_York,40062986,37148455
ZPL3036126,36.0674772,-95.8865095,-21600,3600,America/Chicago,40037405,34630969
ZPL3028437,29.65243,-82.3410169,-18000,3600,America/New_York,40030854,33893762
ZPL3041979,42.2478886,-71.0043004,-18000,3600,America/New_York,40022205,37894847
ZPL3070652,41.620703,-85.898447,-18000,3600,America/New_York,40012164,35806307
ZPL3062716,29.5996156,-90.7457715,-21600,3600,America/Chicago,39996980,37478948
ZPL303914T,45.0316076,-93.017921,-21600,3600,America/Chicago,39995506,39995506
ZPL305570P,42.6234435,-71.3640541,-18000,3600,America/New_York,39987759,38696766
ZPL3030313,48.4495976,-122.3381985,-28800,3600,America/Los_Angeles,39954350,34683727
ZPL307653D,47.534427,-122.611078,-28800,3600,America/Los_Angeles,39921933,35398991
ZPL304153L,41.7963857,-88.2005986,-21600,3600,America/Chicago,39909604,35892854
ZPL303522C,33.9764147,-117.4592333,-28800,3600,America/Los_Angeles,39874946,39874946
ZPL3042367,34.1708151,-92.0065246,-21600,3600,America/Chicago,39874853,38242369
ZPL3052506,33.5912482,-101.8703581,-21600,3600,America/Chicago,39857195,37962723
ZPL303437T,36.0028159,-115.1104821,-28800,3600,America/Los_Angeles,39835794,34909685
ZPL307197U,27.960998,-82.758929,-18000,3600,America/New_York,39816383,31113111
ZPL306331L,35.08485,-80.885548,-18000,3600,America/New_York,39814259,36121916
ZPL301065W,33.7627423,-84.3926638,-18000,3600,America/New_York,39778418,26665874
ZPL306893C,32.4469965,-91.4929255,-21600,3600,America/Chicago,39762369,37837516
ZPL307634M,25.85882,-80.182918,-18000,3600,America/New_York,39754045,34184138
ZPL307509V,29.6910963,-95.19396,-21600,3600,America/Chicago,39740740,37268644
ZPL303755M,31.0921608,-97.7324541,-21600,3600,America/Chicago,39732261,37829315
ZPL305625M,43.453973,-71.5663073,-18000,3600,America/New_York,39701251,37843179
ZPL3063092,47.5454268,-122.0546522,-28800,3600,America/Los_Angeles,39670074,34132334
ZPL3055420,39.9799703,-83.1507396,-18000,3600,America/New_York,39664191,37202313
ZPL303820J,36.052255,-115.1719424,-28800,3600,America/Los_Angeles,39656635,35102182
ZPL305658M,26.515139,-80.076813,-18000,3600,America/New_York,39653085,36902736
ZPL306847R,45.1566615,-93.1634039,-21600,3600,America/Chicago,39648663,36544297
ZPL302895Y,33.693028,-84.094447,-18000,3600,America/New_York,39647286,36149253
ZPL305269Q,33.2116675,-87.5521204,-21600,3600,America/Chicago,39639821,35227725
ZPL306920R,44.5574029,-69.628883,-18000,3600,America/New_York,39631729,36047697
ZPL303370D,29.7439372,-95.7715683,-21600,3600,America/Chicago,39612037,37190645
ZPL3028943,38.4231487,-121.4155059,-28800,3600,America/Los_Angeles,39550660,35551224
ZPL3053549,34.0100882,-85.9891143,-21600,3600,America/Chicago,39525736,35782446
ZPL306717P,33.4139365,-111.9267488,-25200,0,America/Phoenix,39524065,35676933
ZPL303957M,33.4754441,-81.9888663,-18000,3600,America/New_York,39522814,36188722
ZPL3036043,30.1005336,-81.7824613,-18000,3600,America/New_York,39476225,36802541
ZPL301089Y,42.474711,-70.957572,-18000,3600,America/New_York,39471955,38160322
ZPL303503L,36.0159192,-115.1195241,-28800,3600,America/Los_Angeles,39467859,37017851
ZPL303382W,34.8251632,-82.3949048,-18000,3600,America/New_York,39462013,34795235
ZPL324125U,41.186225,-87.850743,-21600,3600,America/Chicago,39448087,31540414
ZPL305350T,29.7056,-95.431344,-21600,3600,America/Chicago,39440574,26430550
ZPL305408B,33.5886752,-101.8571307,-21600,3600,America/Chicago,39427901,36311154
ZPL3059301,39.932046,-105.0887284,-25200,3600,America/Denver,39427240,25032558
ZPL3042196,37.9989592,-86.1694143,-18000,3600,America/New_York,39424747,35476970
ZPL307146Y,25.714058,-80.416678,-18000,3600,America/New_York,39417643,35580449
ZPL303255F,35.2225668,-97.4394777,-21600,3600,America/Chicago,39414234,31219236
ZPL306445H,32.3824389,-86.1879255,-21600,3600,America/Chicago,39411042,35082308
ZPL306817C,32.8844782,-96.9630312,-21600,3600,America/Chicago,39408952,33206604
ZPL305676I,28.124645,-81.640314,-18000,3600,America/New_York,39405839,37015039
ZPL306446C,32.533191,-84.963505,-18000,3600,America/New_York,39399938,34602066
ZPL3050557,43.0891864,-77.6060942,-18000,3600,America/New_York,39387046,35632788
ZPL3034771,31.8087678,-85.969951,-21600,3600,America/Chicago,39365067,37863091
ZPL304389G,30.594309,-97.413212,-21600,3600,America/Chicago,39360785,37233071
ZPL306451U,35.7950194,-80.9375092,-18000,3600,America/New_York,39356911,35642964
